image_id,fit_idx,gt_idx,A_true,A_fit,A_err_%,w_true,w_fit,w_err_%,c_true,c_fit,c_err_%
4,0,0,34.59580877014376,37.754271246210195,9.129610170559708,0.04539334824210921,0.043356098647515454,4.487991464581801,163.09831759237522,159.80397443992572,2.019851094162058
4,4,1,22.826923390791997,19.358511669885193,15.194389806844946,0.0574894942995359,0.05442609449586629,5.328625414077337,119.9579396664534,126.47691981970614,5.434388229223474
5,0,1,32.69012845647703,27.183266157790985,16.845642885795833,0.05198418406640215,0.05147439047826251,0.9806705583537798,116.38554657759062,114.48252980071796,1.6350971687055484
5,2,0,17.83721179734124,12.499599501908175,29.924028239820938,0.058979323777458265,0.05975389556088608,1.3132937677455307,107.7996216014074,102.93273828897355,4.514749903695674
5,5,2,32.65077528182523,37.940489316644005,16.2008834067816,0.029865975270985674,0.042336103215924674,41.753627101719104,63.265544163769086,83.55966013002596,32.07767550963216
